Date,Action,Prix,Nombre d'actions,Investissement
2022-10-17 00:00:00-04:00,Acheter,158.16,6322.71,999999.99
2022-12-12 00:00:00-05:00,Vendre,169.93,6322.71,2074418.29
2022-12-13 00:00:00-05:00,Acheter,171.24,12114.1,2074418.28
2022-12-19 00:00:00-05:00,Vendre,167.67,12114.1,4105589.23
2022-12-28 00:00:00-05:00,Acheter,168.8,24322.21,4105589.22
2022-12-29 00:00:00-05:00,Vendre,169.66,24322.21,8232095.54
2022-12-30 00:00:00-05:00,Acheter,168.79,48771.23,8232095.53
