Date,Action,Prix,Nombre d'actions,Investissement
2022-10-20 00:00:00-04:00,Acheter,232.57,4299.78,999999.99
2022-10-28 00:00:00-04:00,Vendre,232.29,4299.78,1998796.04
2022-11-11 00:00:00-05:00,Acheter,243.36,8213.33,1998796.03
2022-12-09 00:00:00-05:00,Vendre,242.38,8213.33,3989543.0
2022-12-13 00:00:00-05:00,Acheter,253.73,15723.58,3989542.99
2022-12-19 00:00:00-05:00,Vendre,237.47,15723.58,7723420.63
