Date,Action,Prix,Nombre d'actions,Investissement
2022-10-17 00:00:00-04:00,Acheter,111.17,8995.23,999999.99
2022-12-06 00:00:00-05:00,Vendre,126.26,8995.23,2135738.04
2022-12-29 00:00:00-05:00,Acheter,127.83,16707.64,2135738.03
