Date,Action,Prix,Nombre d'actions,Investissement
2022-10-20 00:00:00-04:00,Acheter,115.25,8676.79,999999.99
2022-10-28 00:00:00-04:00,Vendre,103.41,8676.79,1897266.79
2022-11-15 00:00:00-05:00,Acheter,98.94,19175.93,1897266.78
2022-11-22 00:00:00-05:00,Vendre,93.2,19175.93,3684463.71
2022-12-01 00:00:00-05:00,Acheter,95.5,38580.77,3684463.7
2022-12-06 00:00:00-05:00,Vendre,88.25,38580.77,7089216.8
